loan_limit,gender,approv_in_adv,loan_type,loan_purpose,credit_worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,interest_rate_spread,upfront_charges,neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,secured_by,total_units,income,credit_type,credit_score,co-applicant_credit_type,age,submission_of_application,loan_to_value,region,security_type,status,debt_to_income,term_category
cf,Female,nopre,type2,p3,l1,nopc,b/c,206500,3.99,1.0027,2075.7,not_neg,not_int,not_lpsm,268000.0,sb,pr,home,1U,4080.0,CIB,750,EXP,55-64,to_inst,77.05223881,North,direct,0,46.0,Long-term
cf,Female,nopre,type1,p4,l1,nopc,nob/c,636500,3.625,-0.0573,450.8,not_neg,not_int,lpsm,1138000.0,sb,pr,home,1U,7260.0,CIB,515,CIB,55-64,not_inst,55.9314587,south,direct,0,49.0,Long-term
cf,Male,nopre,type1,p4,l1,nopc,nob/c,416500,4.0,-0.236,995.0,not_neg,not_int,not_lpsm,468000.0,sb,pr,home,1U,8700.0,CRIF,591,CIB,35-44,not_inst,88.9957265,North,direct,0,48.0,Long-term
cf,Female,nopre,type1,p4,l1,nopc,nob/c,406500,4.0,0.283,44.44,not_neg,not_int,not_lpsm,478000.0,sb,pr,home,1U,6000.0,CRIF,526,CIB,25-34,not_inst,85.041841,south,direct,0,30.0,Long-term
cf,Male,pre,type1,p3,l1,nopc,nob/c,436500,4.5,1.0727,6087.5,not_neg,not_int,not_lpsm,608000.0,sb,ir,home,1U,6900.0,CIB,545,CIB,55-64,to_inst,71.79276316,south,direct,0,43.0,Long-term
cf,Male,pre,type3,p4,l1,nopc,nob/c,566500,2.99,-0.4327,10855.69,not_neg,not_int,not_lpsm,648000.0,sb,pr,home,1U,6660.0,CIB,888,EXP,35-44,to_inst,87.42283951,North,direct,0,39.0,Long-term
cf,Joint,nopre,type1,p1,l1,nopc,nob/c,346500,3.5,-0.0254,0.0,not_neg,not_int,not_lpsm,648000.0,sb,pr,home,1U,6240.0,CIB,610,EXP,45-54,not_inst,53.47222222,North,direct,0,40.0,Long-term
cf,Male,nopre,type1,p4,l1,nopc,nob/c,86500,3.875,1.1628,2574.17,not_neg,not_int,not_lpsm,98000.0,sb,pr,home,1U,3960.0,EXP,855,CIB,45-54,to_inst,88.26530612,North,direct,0,43.0,Short-term
cf,Female,nopre,type1,p1,l1,nopc,nob/c,96500,3.99,1.0434,2829.56,not_neg,not_int,not_lpsm,128000.0,sb,pr,home,1U,1260.0,CIB,605,CIB,65-74,to_inst,75.390625,North,direct,0,48.0,Short-term
cf,Male,nopre,type1,p3,l1,nopc,nob/c,126500,4.75,0.7266,3107.48,not_neg,not_int,not_lpsm,188000.0,sb,pr,home,1U,1740.0,CIB,579,CIB,>74,to_inst,67.28723404,North,direct,0,40.0,Long-term
cf,Female,nopre,type1,p2,l1,nopc,nob/c,286500,3.99,0.3599,2741.0,neg_amm,not_int,not_lpsm,438000.0,sb,ir,home,1U,8820.0,CRIF,674,CIB,45-54,not_inst,65.4109589,North,direct,1,28.0,Long-term
cf,Male,nopre,type1,p1,l1,nopc,nob/c,126500,4.25,1.114,3455.54,not_neg,not_int,not_lpsm,138000.0,sb,pr,home,1U,3000.0,EXP,805,CIB,45-54,to_inst,91.66666667,North-East,direct,0,45.0,Long-term
cf,Male,nopre,type1,p1,l1,nopc,nob/c,276500,3.99,0.3599,1860.0,not_neg,not_int,not_lpsm,308000.0,sb,pr,home,1U,3420.0,EXP,835,CIB,45-54,not_inst,89.77272727,North,direct,1,47.0,Long-term
cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,266500,3.99,0.96485,2269.45,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,5160.0,EQUI,882,EXP,45-54,to_inst,0.6375598086124402,south,direct,1,39.0,Long-term
cf,Female,nopre,type1,p4,l1,nopc,nob/c,446500,4.75,0.2658,0.0,not_neg,not_int,not_lpsm,898000.0,sb,ir,home,1U,11100.0,CRIF,681,CIB,55-64,not_inst,49.72160356,south,direct,0,40.0,Long-term
cf,Sex Not Available,pre,type1,p4,l1,nopc,nob/c,436500,3.5,-0.096,0.0,not_neg,not_int,not_lpsm,848000.0,sb,pr,home,1U,8580.0,CRIF,743,CIB,35-44,not_inst,51.4740566,south,direct,0,46.0,Long-term
cf,Male,pre,type2,p3,l1,nopc,b/c,136500,3.99,1.659,2269.45,not_neg,not_int,not_lpsm,138000.0,sb,pr,home,1U,4800.0,EXP,771,CIB,25-34,to_inst,98.91304348,North,direct,0,37.0,Long-term
cf,Male,nopre,type1,p4,l1,nopc,nob/c,466500,4.125,-0.3371,0.0,not_neg,not_int,not_lpsm,778000.0,sb,pr,home,1U,6960.0,CIB,595,CIB,45-54,not_inst,59.96143959,North,direct,0,34.0,Long-term
cf,Joint,pre,type1,p1,l1,nopc,nob/c,96500,5.5,1.3628,150.0,not_neg,not_int,not_lpsm,98000.0,sb,pr,home,1U,2520.0,EXP,613,EXP,55-64,to_inst,98.46938776,North,direct,0,47.0,Long-term
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,296500,3.875,0.2474,3861.81,not_neg,not_int,not_lpsm,508000.0,sb,pr,home,1U,8760.0,CIB,624,EXP,55-64,to_inst,58.36614173,south,direct,0,47.0,Long-term
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,226500,3.99,0.337,295.0,not_neg,int_only,not_lpsm,318000.0,sb,pr,home,1U,13920.0,EXP,714,EXP,>74,to_inst,71.22641509,North,direct,0,41.0,Long-term
cf,Male,nopre,type1,p4,l1,nopc,nob/c,406500,3.625,0.2857,7750.0,not_neg,not_int,not_lpsm,448000.0,sb,pr,home,1U,9060.0,CIB,553,CIB,35-44,to_inst,90.73660714,North,direct,0,46.0,Long-term
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,686500,3.99,0.5048,11030.44,not_neg,not_int,not_lpsm,1008000.0,sb,pr,home,1U,12060.0,EXP,643,EXP,55-64,to_inst,68.10515873,south,direct,0,38.0,Long-term
cf,Male,nopre,type1,p3,l1,nopc,nob/c,146500,3.99,0.5385,5137.09,neg_amm,not_int,not_lpsm,378000.0,sb,pr,home,1U,4020.0,CIB,866,CIB,55-64,to_inst,38.75661376,North,direct,0,28.0,Short-term
cf,Male,nopre,type1,p1,l1,nopc,nob/c,726500,3.99,0.3599,1860.0,neg_amm,not_int,not_lpsm,418000.0,sb,pr,home,1U,9300.0,EQUI,866,EXP,45-54,not_inst,1.7380382775119618,North,direct,1,39.0,Long-term
ncf,Female,pre,type1,p1,l1,nopc,nob/c,346500,4.125,-0.0211,0.0,not_neg,not_int,not_lpsm,388000.0,sb,pr,home,1U,4380.0,CRIF,828,CIB,25-34,not_inst,89.30412371,North,direct,0,42.0,Long-term
cf,Male,nopre,type1,p4,l1,nopc,nob/c,356500,4.125,-0.0667,0.0,not_neg,not_int,not_lpsm,558000.0,sb,pr,home,1U,8880.0,CRIF,880,CIB,55-64,not_inst,63.88888889,south,direct,0,28.0,Long-term
cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,106500,3.99,0.4876,3645.0,not_neg,not_int,not_lpsm,138000.0,sb,pr,home,1U,2580.0,CRIF,883,EXP,65-74,to_inst,77.17391304,south,direct,0,47.0,Long-term
cf,Male,nopre,type1,p3,l1,nopc,nob/c,156500,4.75,1.2464,3875.0,not_neg,not_int,not_lpsm,248000.0,sb,pr,home,1U,4500.0,CRIF,691,EXP,45-54,to_inst,63.10483871,North,direct,0,37.0,Long-term
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,326500,3.75,0.2303,7382.96,not_neg,not_int,not_lpsm,408000.0,sb,pr,home,1U,5520.0,CRIF,601,CIB,35-44,to_inst,80.0245098,south,direct,0,35.0,Long-term
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,396500,3.625,-0.143,0.0,not_neg,not_int,not_lpsm,538000.0,sb,pr,home,1U,5640.0,CIB,818,EXP,25-34,not_inst,73.69888476,North,direct,0,44.0,Long-term
cf,Joint,nopre,type3,p3,l1,nopc,nob/c,676500,3.49,-0.0575,0.0,not_neg,not_int,not_lpsm,758000.0,sb,pr,home,1U,15360.0,CIB,766,EXP,45-54,not_inst,89.24802111,North,direct,0,29.0,Long-term
cf,Sex Not Available,pre,type1,p4,l1,nopc,nob/c,456500,4.5,0.7248,0.0,not_neg,not_int,not_lpsm,658000.0,sb,pr,home,1U,6480.0,CIB,595,EXP,55-64,to_inst,69.3768997,south,direct,0,48.0,Long-term
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,166500,3.99,0.3599,2170.705,not_neg,not_int,not_lpsm,538000.0,sb,ir,home,1U,32400.0,CIB,782,EXP,45-54,not_inst,30.94795539,south,direct,1,37.0,Long-term
cf,Female,nopre,type1,p1,l1,nopc,nob/c,126500,4.75,0.4304,2830.06,not_neg,not_int,not_lpsm,138000.0,sb,pr,home,1U,3180.0,CRIF,873,CIB,65-74,to_inst,91.66666667,North,direct,0,48.0,Long-term
cf,Female,nopre,type1,p3,l1,nopc,nob/c,636500,3.875,0.2901,13910.0,not_neg,not_int,not_lpsm,898000.0,sb,pr,home,1U,8640.0,CRIF,828,CIB,65-74,to_inst,70.87973274,North,direct,0,45.0,Long-term
cf,Female,nopre,type1,p4,l1,nopc,nob/c,256500,3.5,0.2093,8209.0,not_neg,not_int,not_lpsm,338000.0,sb,pr,home,1U,5280.0,EXP,814,CIB,45-54,to_inst,75.88757396,central,direct,0,40.0,Long-term
cf,Sex Not Available,nopre,type1,p2,l2,nopc,nob/c,176500,4.5,0.5362,4750.0,not_neg,not_int,not_lpsm,248000.0,sb,pr,home,1U,6120.0,CRIF,788,EXP,45-54,to_inst,71.16935484,south,direct,0,21.0,Long-term
cf,Female,pre,type1,p1,l1,nopc,nob/c,486500,3.99,0.3599,1860.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,11400.0,EQUI,597,EXP,25-34,to_inst,1.1638755980861244,south,direct,1,39.0,Long-term
cf,Male,nopre,type1,p4,l1,nopc,nob/c,146500,3.99,0.3599,2170.705,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,2940.0,EQUI,884,EXP,35-44,to_inst,0.3504784688995215,south,direct,1,39.0,Medium-term
cf,Female,nopre,type1,p3,l1,nopc,nob/c,486500,4.375,0.3178,2350.0,not_neg,int_only,not_lpsm,648000.0,sb,pr,home,1U,7920.0,EXP,603,CIB,55-64,to_inst,75.07716049,south,direct,0,47.0,Long-term
cf,Joint,nopre,type1,p1,l2,nopc,nob/c,356500,4.5,0.48975,1860.0,neg_amm,not_int,not_lpsm,368000.0,sb,pr,home,1U,2400.0,EXP,543,EXP,25-34,not_inst,96.875,North,direct,1,51.0,Long-term
cf,Female,nopre,type1,p3,l2,nopc,nob/c,236500,3.99,0.6541,4523.24,not_neg,not_int,not_lpsm,538000.0,sb,pr,home,1U,6780.0,CIB,639,CIB,25-34,to_inst,43.95910781,south,direct,0,38.0,Short-term
cf,Female,nopre,type1,p3,l2,opc,nob/c,206500,6.24,1.182,3953.13,not_neg,int_only,not_lpsm,968000.0,sb,pr,home,1U,9120.0,EXP,806,CIB,45-54,to_inst,21.33264463,North,direct,0,41.0,Long-term
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,276500,4.56,0.1428,3551.1,neg_amm,not_int,not_lpsm,478000.0,sb,pr,home,1U,9900.0,CIB,827,EXP,45-54,to_inst,57.84518828,south,direct,0,7.0,Long-term
cf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,266500,3.99,0.3599,3953.13,not_neg,not_int,not_lpsm,338000.0,sb,pr,home,1U,2640.0,CRIF,584,CIB,45-54,to_inst,78.84615385,south,direct,1,40.0,Long-term
cf,Male,nopre,type1,p4,l1,nopc,nob/c,286500,3.99,0.3599,2170.705,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,6780.0,EQUI,566,EXP,45-54,to_inst,0.6854066985645934,North,direct,1,39.0,Long-term
cf,Sex Not Available,nopre,type3,p1,l2,nopc,nob/c,66500,4.625,0.827,943.26,not_neg,not_int,not_lpsm,68000.0,sb,pr,home,1U,2460.0,CRIF,802,CIB,65-74,to_inst,97.79411765,south,direct,0,47.0,Long-term
ncf,Joint,nopre,type1,p1,l1,nopc,nob/c,1336500,3.99,0.3599,1860.0,not_neg,not_int,not_lpsm,1678000.0,sb,pr,home,1U,12900.0,CRIF,592,EXP,35-44,not_inst,79.64839094,North,direct,1,51.0,Long-term
cf,Male,pre,type1,p3,l1,nopc,nob/c,206500,4.25,0.2088,7150.0,not_neg,not_int,not_lpsm,358000.0,sb,pr,home,1U,2760.0,CIB,893,CIB,65-74,to_inst,57.68156425,North,direct,0,30.0,Long-term
cf,Joint,pre,type2,p1,l1,nopc,b/c,226500,3.75,1.2861,6736.18,not_neg,not_int,not_lpsm,238000.0,sb,pr,home,1U,3540.0,CIB,794,EXP,65-74,to_inst,95.16806723,North,direct,0,57.0,Long-term
cf,Sex Not Available,pre,type1,p4,l1,nopc,nob/c,126500,4.25,0.0028,3634.46,neg_amm,not_int,not_lpsm,268000.0,sb,pr,home,1U,6420.0,CIB,739,CIB,45-54,to_inst,47.20149254,south,direct,0,7.0,Long-term
cf,Male,nopre,type3,p3,l1,nopc,nob/c,156500,3.75,1.1857,1925.12,not_neg,not_int,not_lpsm,208000.0,sb,pr,home,1U,3600.0,CIB,868,CIB,65-74,to_inst,75.24038462,central,direct,0,54.0,Short-term
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,406500,3.99,0.2112,0.0,not_neg,not_int,not_lpsm,678000.0,sb,pr,home,1U,5700.0,EXP,815,CIB,35-44,to_inst,59.95575221,south,direct,0,46.0,Long-term
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,546500,4.99,0.7048,4525.0,neg_amm,not_int,not_lpsm,678000.0,sb,pr,home,1U,7200.0,CIB,766,CIB,45-54,to_inst,80.60471976,south,direct,0,42.0,Long-term
ncf,Joint,nopre,type1,p3,l1,nopc,nob/c,996500,3.99,0.3599,3953.13,not_neg,not_int,not_lpsm,1338000.0,sb,pr,home,1U,14220.0,CIB,720,EXP,55-64,to_inst,74.47683109,central,direct,1,42.0,Long-term
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,266500,3.99,0.3599,2170.705,not_neg,not_int,not_lpsm,428000.0,sb,pr,home,1U,1680.0,CRIF,702,EXP,45-54,to_inst,62.26635514,south,direct,1,17.0,Long-term
cf,Male,pre,type1,p1,l1,nopc,nob/c,316500,4.125,0.5418,0.0,not_neg,not_int,not_lpsm,328000.0,sb,pr,home,1U,3660.0,EXP,669,CIB,25-34,not_inst,96.49390244,North,direct,0,48.0,Long-term
cf,Male,nopre,type1,p4,l1,nopc,nob/c,506500,4.0,0.545,0.0,not_neg,not_int,not_lpsm,548000.0,sb,pr,home,1U,6540.0,EXP,877,CIB,35-44,not_inst,92.4270073,central,direct,0,44.0,Long-term
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,186500,3.99,1.2042,5390.0,not_neg,not_int,not_lpsm,238000.0,sb,pr,home,1U,12600.0,EXP,870,EXP,55-64,to_inst,78.36134454,North,direct,0,42.0,Short-term
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,486500,4.99,0.6678,2668.98,not_neg,not_int,not_lpsm,678000.0,sb,pr,home,1U,10020.0,CIB,803,EXP,65-74,not_inst,71.75516224,central,direct,0,43.0,Long-term
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,536500,3.625,0.0359,6435.04,not_neg,not_int,not_lpsm,678000.0,sb,pr,home,1U,4980.0,CIB,591,EXP,55-64,not_inst,79.12979351,central,direct,0,49.0,Long-term
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,466500,4.125,0.7912,2170.705,not_neg,not_int,not_lpsm,538000.0,sb,pr,home,1U,14400.0,CIB,702,CIB,45-54,to_inst,86.71003717,south,direct,0,11.0,Long-term
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,266500,3.5,-0.0579,857.94,not_neg,not_int,not_lpsm,388000.0,sb,pr,home,1U,4980.0,CIB,708,EXP,35-44,not_inst,68.68556701,North,direct,0,27.0,Long-term
cf,Female,nopre,type1,p1,l1,nopc,nob/c,376500,4.0,0.0731,851.17,not_neg,not_int,not_lpsm,398000.0,sb,pr,home,1U,6420.0,CRIF,659,EXP,55-64,not_inst,94.59798995,North,direct,0,43.0,Long-term
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,346500,3.25,-0.344,2170.705,not_neg,not_int,not_lpsm,608000.0,sb,pr,home,1U,7140.0,EXP,649,EXP,35-44,to_inst,56.99013158,south,direct,0,21.0,Long-term
cf,Sex Not Available,pre,type1,p1,l1,nopc,nob/c,346500,3.625,0.3098,8576.09,not_neg,not_int,not_lpsm,368000.0,sb,pr,home,1U,8040.0,CIB,853,EXP,25-34,to_inst,94.1576087,south,direct,0,40.0,Long-term
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,206500,3.99,0.3728,2185.0,not_neg,not_int,not_lpsm,278000.0,sb,pr,home,1U,9660.0,CIB,773,EXP,55-64,to_inst,74.28057554,North,direct,0,16.0,Short-term
cf,Sex Not Available,nopre,type1,p3,l2,nopc,nob/c,176500,3.99,0.6594,3437.5,not_neg,not_int,not_lpsm,378000.0,sb,pr,home,1U,3420.0,CIB,548,EXP,55-64,to_inst,46.69312169,south,direct,0,42.0,Short-term
ncf,Sex Not Available,nopre,type3,p3,l1,nopc,nob/c,516500,3.25,-0.0909,11456.25,not_neg,not_int,not_lpsm,528000.0,sb,pr,home,1U,9120.0,CIB,643,EXP,65-74,to_inst,97.8219697,south,direct,0,43.0,Long-term
cf,Joint,pre,type1,p1,l1,nopc,nob/c,536500,3.75,0.3128,11341.5,not_neg,not_int,not_lpsm,568000.0,sb,pr,home,1U,11520.0,EXP,584,EXP,55-64,to_inst,94.45422535,North,direct,0,23.0,Long-term
cf,Joint,nopre,type1,p1,l1,nopc,nob/c,576500,3.75,0.2541,0.0,not_neg,not_int,not_lpsm,608000.0,sb,pr,home,1U,6960.0,CRIF,695,EXP,25-34,not_inst,94.81907895,south,direct,0,55.0,Long-term
cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,386500,4.5,0.396,3150.0,not_neg,not_int,not_lpsm,478000.0,sb,sr,home,1U,24360.0,EXP,584,EXP,35-44,to_inst,80.85774059,south,direct,0,16.0,Long-term
cf,Male,nopre,type1,p3,l1,nopc,nob/c,316500,3.875,0.0299,2051.94,not_neg,not_int,not_lpsm,598000.0,sb,pr,home,1U,7380.0,CIB,655,EXP,55-64,to_inst,52.9264214,south,direct,0,35.0,Short-term
cf,Female,nopre,type1,p4,l1,nopc,nob/c,106500,3.99,0.5461,2964.38,not_neg,not_int,not_lpsm,208000.0,sb,pr,home,1U,2100.0,CRIF,524,CIB,65-74,to_inst,51.20192308,North,direct,0,41.0,Long-term
cf,Male,nopre,type1,p4,l1,nopc,nob/c,436500,3.99,0.3599,2170.705,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,9540.0,EQUI,826,EXP,25-34,not_inst,1.0442583732057416,North,direct,1,39.0,Long-term
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,196500,4.125,1.1469,2170.705,not_neg,not_int,not_lpsm,278000.0,sb,pr,home,1U,6480.0,CIB,560,EXP,35-44,to_inst,70.68345324,south,direct,0,28.0,Medium-term
ncf,Male,nopre,type3,p3,l1,nopc,nob/c,576500,3.375,-0.2321,0.0,neg_amm,not_int,not_lpsm,1388000.0,sb,pr,home,1U,13260.0,CIB,604,CIB,65-74,not_inst,41.53458213,North,direct,0,36.0,Long-term
cf,Sex Not Available,nopre,type2,p1,l1,nopc,b/c,236500,3.99,0.96485,1401.81,not_neg,int_only,not_lpsm,418000.0,sb,pr,home,1U,3000.0,EQUI,867,EXP,<25,to_inst,0.5657894736842105,south,direct,1,39.0,Long-term
cf,Female,nopre,type1,p4,l1,nopc,nob/c,676500,3.75,0.0282,0.0,not_neg,not_int,not_lpsm,1458000.0,sb,pr,home,1U,10320.0,CIB,621,CIB,35-44,not_inst,46.39917695,south,direct,0,49.0,Long-term
cf,Joint,nopre,type3,p1,l1,nopc,nob/c,186500,4.5,0.712,4047.04,not_neg,not_int,not_lpsm,188000.0,sb,pr,home,1U,3960.0,CRIF,681,EXP,25-34,to_inst,99.20212766,south,direct,0,44.0,Long-term
cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,226500,3.99,0.3599,1860.0,not_neg,not_int,not_lpsm,238000.0,sb,pr,home,1U,5640.0,EXP,765,EXP,35-44,to_inst,95.16806723,south,direct,1,35.0,Long-term
cf,Female,pre,type1,p3,l1,nopc,nob/c,136500,3.875,0.3962,4154.88,not_neg,not_int,not_lpsm,158000.0,sb,pr,home,1U,2520.0,CIB,641,CIB,65-74,to_inst,86.39240506,south,direct,0,46.0,Long-term
cf,Male,nopre,type2,p4,l1,nopc,b/c,186500,3.99,1.2125,0.0,not_neg,not_int,not_lpsm,198000.0,sb,pr,home,1U,6660.0,EXP,800,CIB,35-44,to_inst,94.19191919,North,direct,0,39.0,Long-term
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,436500,3.99,0.3599,2170.705,not_neg,not_int,not_lpsm,428000.0,sb,pr,home,1U,5880.0,CIB,759,CIB,35-44,to_inst,101.9859813,south,direct,1,36.0,Long-term
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,346500,3.5,-0.0965,0.0,not_neg,not_int,not_lpsm,588000.0,sb,pr,home,1U,7740.0,EXP,824,EXP,55-64,not_inst,58.92857143,North,direct,0,33.0,Long-term
cf,Male,nopre,type2,p3,l1,nopc,b/c,336500,3.99,0.96485,2269.45,not_neg,not_int,not_lpsm,388000.0,sb,pr,home,1U,4560.0,EXP,809,CIB,45-54,to_inst,86.72680412,south,direct,1,46.0,Long-term
cf,Male,nopre,type1,p4,l1,nopc,nob/c,176500,3.375,-0.269,2949.48,not_neg,not_int,not_lpsm,328000.0,sb,pr,home,1U,4620.0,CIB,842,CIB,35-44,not_inst,53.81097561,south,direct,0,41.0,Long-term
ncf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,636500,3.875,0.3463,6031.25,not_neg,not_int,not_lpsm,878000.0,sb,pr,home,1U,20160.0,CIB,676,EXP,25-34,to_inst,72.49430524,south,direct,0,10.0,Long-term
cf,Female,pre,type1,p3,l1,nopc,nob/c,276500,3.99,0.3599,3953.13,not_neg,not_int,not_lpsm,348000.0,sb,pr,home,1U,3840.0,CRIF,803,CIB,55-64,to_inst,79.45402299,North,direct,1,45.0,Long-term
ncf,Male,pre,type3,p4,l1,nopc,nob/c,716500,3.5,-0.1729,951.9,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,0.0,EQUI,603,EXP,>74,not_inst,1.7141148325358853,south,direct,1,39.0,Long-term
cf,Male,nopre,type1,p4,l1,nopc,nob/c,606500,3.99,0.4278,877.41,not_neg,not_int,not_lpsm,818000.0,sb,pr,home,1U,7800.0,EXP,768,CIB,55-64,not_inst,74.14425428,North,direct,0,42.0,Long-term
ncf,Male,nopre,type3,p4,l1,nopc,nob/c,616500,3.5,-0.5566,6164.44,not_neg,not_int,not_lpsm,648000.0,sb,pr,home,1U,6840.0,CRIF,715,CIB,35-44,not_inst,95.13888889,south,direct,0,39.0,Long-term
cf,Male,nopre,type3,p4,l1,nopc,nob/c,446500,3.0,-0.6591,0.0,not_neg,not_int,not_lpsm,558000.0,sb,pr,home,1U,4260.0,EXP,733,EXP,65-74,to_inst,80.01792115,North,direct,0,39.0,Long-term
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,476500,3.625,0.1618,13297.32,not_neg,not_int,not_lpsm,578000.0,sb,pr,home,1U,5340.0,CIB,687,CIB,55-64,to_inst,82.43944637,south,direct,0,42.0,Long-term
cf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,126500,3.99,0.3599,3953.13,neg_amm,not_int,not_lpsm,228000.0,sb,pr,home,1U,1500.0,CRIF,696,CIB,55-64,to_inst,55.48245614,south,direct,1,49.0,Long-term
cf,Sex Not Available,nopre,type3,p4,l1,nopc,nob/c,216500,3.125,-0.3664,892.7,not_neg,int_only,not_lpsm,238000.0,sb,pr,home,1U,6600.0,EXP,631,CIB,45-54,to_inst,90.96638655,south,direct,0,39.0,Long-term
cf,Male,nopre,type1,p3,l1,nopc,nob/c,206500,3.625,0.2899,5750.0,not_neg,not_int,not_lpsm,498000.0,sb,pr,home,1U,1980.0,CRIF,748,CIB,65-74,to_inst,41.46586345,North,direct,0,45.0,Long-term
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,206500,3.75,0.2341,4377.5,not_neg,not_int,not_lpsm,428000.0,sb,pr,home,1U,2280.0,CRIF,568,CIB,55-64,to_inst,48.24766355,south,direct,0,38.0,Long-term
cf,Male,nopre,type1,p4,l1,nopc,nob/c,116500,3.99,0.3599,2170.705,not_neg,not_int,not_lpsm,188000.0,sb,pr,home,1U,1860.0,CRIF,599,CIB,25-34,to_inst,61.96808511,North,direct,1,60.0,Medium-term
cf,Male,nopre,type1,p1,l1,nopc,nob/c,146500,4.75,1.1427,0.0,not_neg,not_int,not_lpsm,178000.0,sb,pr,home,1U,7200.0,CIB,792,EXP,25-34,to_inst,82.30337079,central,direct,0,43.0,Long-term
cf,Sex Not Available,nopre,type2,p1,l1,nopc,b/c,226500,3.99,1.2308,2208.75,not_neg,not_int,not_lpsm,238000.0,sb,pr,home,1U,3600.0,CRIF,753,CIB,25-34,to_inst,95.16806723,south,direct,0,49.0,Long-term
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,306500,3.99,0.3599,2170.705,not_neg,not_int,not_lpsm,738000.0,sb,ir,home,1U,12000.0,CRIF,717,CIB,45-54,to_inst,41.53116531,south,direct,1,45.0,Medium-term
cf,Male,nopre,type1,p1,l1,nopc,nob/c,106500,5.375,1.4108,3981.2,neg_amm,not_int,not_lpsm,128000.0,sb,ir,home,1U,4320.0,CRIF,717,CIB,35-44,not_inst,83.203125,central,direct,0,36.0,Long-term
cf,Male,nopre,type2,p4,l1,nopc,b/c,116500,3.375,1.4204,3354.15,not_neg,not_int,not_lpsm,148000.0,sb,pr,home,1U,4800.0,CRIF,725,CIB,25-34,to_inst,78.71621622,North,direct,0,47.0,Short-term
cf,Joint,nopre,type1,p1,l1,nopc,nob/c,356500,3.375,-0.2137,5362.0,not_neg,not_int,not_lpsm,1158000.0,sb,pr,home,1U,8100.0,EXP,632,EXP,55-64,not_inst,30.78583765,North,direct,0,44.0,Long-term
ncf,Joint,nopre,type1,p1,l1,nopc,nob/c,556500,4.875,0.1678,2433.61,not_neg,not_int,not_lpsm,768000.0,sb,pr,home,1U,7620.0,CIB,605,EXP,55-64,not_inst,72.4609375,North,direct,0,41.0,Long-term
cf,Sex Not Available,pre,type1,p4,l1,nopc,nob/c,336500,3.99,0.3599,2170.705,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,12480.0,EQUI,868,EXP,35-44,to_inst,0.8050239234449761,south,direct,1,39.0,Medium-term
cf,Sex Not Available,nopre,type1,p3,l2,nopc,nob/c,366500,4.99,1.3273,3501.56,not_neg,not_int,not_lpsm,498000.0,sb,pr,home,1U,4260.0,CRIF,618,EXP,55-64,to_inst,73.59437751,south,direct,0,44.0,Long-term
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,106500,3.875,0.8878,2825.0,not_neg,not_int,not_lpsm,198000.0,sb,pr,home,1U,1860.0,CRIF,548,CIB,45-54,to_inst,53.78787879,south,direct,0,40.0,Short-term
